# Multisegment file with all *.xys profiles
# The track number is given as the segment header
# Date records have lon lat slope
> 107
241.434	-56.3094	0
241.37	-56.3591	-50
241.306	-56.4088	-104
241.241	-56.4585	-204
241.177	-56.5082	-341
241.112	-56.5578	-415
241.047	-56.6074	-355
240.982	-56.6569	-155
240.917	-56.7064	-25
240.851	-56.7559	3
240.786	-56.8054	11
240.72	-56.8548	-43
240.654	-56.9043	-126
240.588	-56.9536	-157
240.522	-57.003	-130
240.456	-57.0523	-99
240.389	-57.1016	-58
240.323	-57.1508	8
240.256	-57.2	49
240.189	-57.2492	83
240.122	-57.2984	132
240.054	-57.3475	171
239.987	-57.3966	162
239.919	-57.4456	89
239.851	-57.4947	46
239.783	-57.5437	14
239.715	-57.5926	68
239.647	-57.6415	132
239.578	-57.6904	44
239.51	-57.7393	-14
239.441	-57.7881	46
239.372	-57.8369	50
239.302	-57.8857	25
239.233	-57.9344	1
239.163	-57.9831	-34
239.094	-58.0317	-20
239.024	-58.0804	-7
238.954	-58.129	-31
238.883	-58.1775	-21
238.813	-58.226	-11
238.742	-58.2745	-27
238.671	-58.323	-12
238.6	-58.3714	-23
238.529	-58.4198	-34
238.458	-58.4681	-30
238.386	-58.5164	-38
238.315	-58.5647	-46
238.243	-58.6129	-32
238.17	-58.6611	-11
238.098	-58.7093	-28
238.026	-58.7574	-4
237.953	-58.8055	-19
237.88	-58.8535	-26
237.807	-58.9016	-13
237.734	-58.9495	-41
237.66	-58.9975	-12
237.587	-59.0454	-6
237.513	-59.0933	-5
237.439	-59.1411	-9
237.365	-59.1889	7
237.29	-59.2366	7
237.216	-59.2843	-13
237.141	-59.332	-55
237.066	-59.3796	-23
236.991	-59.4272	-9
236.915	-59.4748	-12
236.84	-59.5223	45
236.764	-59.5698	61
236.688	-59.6172	21
236.612	-59.6646	8
236.535	-59.712	15
236.458	-59.7593	0
236.382	-59.8066	2
236.305	-59.8538	-2
236.227	-59.901	6
236.15	-59.9482	7
236.072	-59.9953	5
235.994	-60.0424	-10
235.916	-60.0894	-11
235.838	-60.1364	-12
235.76	-60.1833	-13
235.681	-60.2303	-18
235.602	-60.2771	-41
235.523	-60.3239	-65
235.444	-60.3707	-76
235.364	-60.4174	-138
235.284	-60.4641	-234
235.204	-60.5108	-338
235.124	-60.5574	-318
235.044	-60.604	-203
234.963	-60.6505	-111
234.882	-60.697	-44
234.801	-60.7434	13
234.72	-60.7898	34
234.638	-60.8361	79
234.556	-60.8824	113
234.474	-60.9287	122
234.392	-60.9749	131
234.31	-61.021	115
234.227	-61.0671	90
234.144	-61.1132	54
234.061	-61.1592	53
233.978	-61.2052	12
233.894	-61.2511	-5
233.81	-61.297	-3
233.726	-61.3428	40
233.642	-61.3886	26
233.558	-61.4344	-22
233.473	-61.4801	-23
233.388	-61.5257	3
233.303	-61.5713	-16
233.217	-61.6168	-4
233.131	-61.6623	46
233.046	-61.7078	65
232.959	-61.7532	-3
232.873	-61.7985	-47
232.786	-61.8438	-103
232.699	-61.8891	-103
232.612	-61.9343	-85
