4.89222222222222,52.3730555555556,Амстердам,767849
1.5,42.5,Андорра-ла-Велья
23.7166666666667,37.9666666666667,Афины,796442
20.4622222222222,44.8205555555556,Белград
13.3988888888889,52.5005555555556,Берлин,3440441
7.45,46.95,Берн
17.1097222222222,48.1438888888889,Братислава,425155
4.35,50.85,Брюссель,1048491
26.1038888888889,44.4325,Бухарест,1944367
19.0502777777778,47.4719444444444,Будапешт,1721556
12.5683333333333,55.6761111111111,Копенгаген,501664
-6.25972222222222,53.3477777777778,Дублин,505000
24.9375,60.1708333333333,Хельсинки,559716
30.5233333333333,50.45,Киев
-9.13938611111111,38.7138194444444,Лиссабон,529485
14.5083333333333,46.0555555555556,Любляна,271885
-0.1275,51.5072222222222,Лондон,7556900
6.13,49.6116666666667,Люксембург,88586
-3.68333333333333,40.4,Мадрид,3255944
27.5666666666667,53.9,Минск
7.41972222222222,43.7327777777778,Монако
37.6177777777778,55.7516666666667,Москва
10.7563888888889,59.9494444444444,Осло
2.350833,48.856667,Париж,2203817
14.4166666666667,50.0833333333333,Прага,1285624
24.1063888888889,56.9488888888889,Рига,713000
12.5,41.9,Рим,2748809
18.3564,43.8476,Сараево
21.4333333333333,42,Скопье
23.3333333333333,42.7,София,1402471
18.0666666666667,59.35,Стокгольм,829417
24.7452777777778,59.4372222222222,Таллин,396193
19.816,41.326,Тирана
9.521,47.141,Вадуц
14.5125,35.8977777777778,Валлетта,6098
16.3725,48.2088888888889,Вена,1693024
25.2833333333333,54.6833333333333,Вильнюс,553553
21.0084333333333,52.2323,Варшава,1711466
15.9833333333333,45.8166666666667,Загреб
